quantidade de objs,fps
461,19.8839176874368
462,19.9121476054484
460,19.8120038952536
465,19.7302480478102
464,19.6774279235153
464,19.6675785858242
463,19.5423379871566
482,19.687442169171
467,18.8652905073121
485,19.3405267195629
482,19.2159692394272
484,19.289546706289
483,19.1778457522313
486,19.0318316893124
485,18.9520106664714
485,18.9319896674698
464,18.1077082712558
484,18.8007031468093
483,18.7028629407511
462,17.8609383062677
488,18.8048042509751
488,18.7844224540291
490,18.8563794432976
489,18.5744482464001
489,18.5578164134867
488,18.4734296662493
486,18.0818910761819
503,18.6351434584028
504,18.6644990974113
490,18.0648564483101
487,17.8522175572853
505,18.4503206668234
504,18.4103915616143
506,18.4134255967431
505,18.3297055799764
508,18.3967761489753
505,18.2828391786614
484,17.4145489848635
508,18.2383903526154
507,18.1876216861389
506,18.0909849907221
509,18.1155318037134
509,17.7484494511426
508,17.7088000340139
509,17.7275261501595
461,16.0341977369374
507,17.3850155071528
490,16.6672778004333
525,17.841260948409
511,17.1383277274569
507,17.0032170079779
527,17.6165355849503
506,16.8978004127084
545,18.1170907571297
510,16.8805431481295
527,17.4422965226652
528,17.4722235333729
528,17.3969318762253
529,17.4018362407889
545,17.9041091724855
530,17.4094555973527
544,17.8478524123666
530,17.3404440717452
509,16.6514306083982
528,17.2628388055071
545,17.8115167493244
525,17.1519231589589
530,17.2442781331343
525,17.0711679926009
530,17.1651129382588
545,17.6508174102038
528,17.0738057942928
529,17.0453867511895
528,16.9950391481986
510,16.3691438365417
544,17.4396196764464
544,17.4005493344865
548,17.4538041441484
548,17.3796524249825
548,17.3216112216888
544,17.1544976947753
529,16.6465936493671
549,17.0855911228397
549,17.0405650652941
548,16.9381427500316
546,16.7805929089416
551,16.8225415330348
550,16.5689650031488
531,15.992860786576
567,16.9556474174844
531,15.8112891020196
567,16.7948110750071
570,16.8736785803968
552,16.1945942452857
532,15.3161991010924
569,16.3809823352038
572,16.3823778041858
551,15.7532536376257
573,16.3443158962271
570,16.2455284183995
574,16.3065368005674
567,16.0505914646066
573,16.1027873119931
572,16.0613156791135
572,16.057975715803
574,16.0331565673403
575,16.0507460382896
573,15.9090384816205
554,15.3511145288297
589,16.2749556101143
575,15.8696026490559
590,16.2748364176622
591,16.2998786471139
568,15.5943595203511
589,16.1678481322444
593,16.2539649515502
577,15.547952606382
575,15.4932108749564
592,15.947538976403
593,15.9338680740025
571,15.3022422375548
593,15.7264107762932
591,15.4145076723498
594,15.4368513143276
593,15.2410099001933
595,15.2832054380571
594,15.1556025720709
595,15.1663367990974
611,15.5335462462566
613,15.4397352394666
592,14.8152867093079
615,15.3852071230001
616,15.323028596217
615,15.1194550346794
613,14.8668929900312
615,14.8972240506786
592,14.33269481128
618,14.9265093312446
596,14.3820328135228
616,14.802830005307
615,14.5643193116565
616,14.5121452144186
616,14.4126693125746
616,14.3439918758213
617,14.3357254882125
613,14.2188450885603
634,14.6496964585416
620,14.2411192382513
633,14.5173278822577
634,14.4445319141103
616,13.8414147587465
637,14.2832249233183
639,14.2503936670769
640,14.2302164413532
637,13.9570165757478
635,13.9015740748682
652,14.2363953443403
637,13.8226457786384
656,14.2316138223994
639,13.7611491110464
638,13.6488026588631
654,13.8952092788805
643,13.6341666766581
635,13.4403002026407
640,13.5265099302691
655,13.8384937077545
655,13.7729474516366
656,13.6826982280921
658,13.5977830172762
659,13.6046184959341
660,13.6114052692288
657,13.4871134007717
677,13.8272711115864
663,13.4798321490309
678,13.7561515789085
674,13.6274036186915
657,13.2600142941737
664,13.3927525121507
680,13.6578530262949
679,13.5906681037533
677,13.5437398467773
485,9.69881305947131
679,13.4859220459546
678,13.4659006366029
679,13.4498539008061
684,13.1741023492506
698,13.4037117558891
696,13.2393428257255
700,13.2409205347607
684,12.1814549534367
719,12.2844161738938
596,9.63292765884269
618,9.67597108085753
639,9.79611348997679
634,9.59005396297051
660,9.97761024287569
659,9.8641314538657
676,9.96729729744681
662,9.73790430524864
678,9.9573129995718
679,9.94637907044337
591,8.63353576117605
658,9.58101273195963
684,9.90682629861854
695,9.99520230287037
695,9.99426329296386
695,9.98591985274574
661,9.48590205265578
682,9.71567089104542
699,9.92264307482459
696,9.86783028155378
681,9.61251934495694
695,9.78244813648099
697,9.75754453397859
715,9.97992039989297
641,8.93401160363203
682,9.4879540936779
698,9.68637456418576
718,9.89726637495875
681,9.36336601813559
697,9.5784614887159
700,9.5714479874449
696,9.49467443735005
714,9.71435898830029
697,9.4802455387585
718,9.76569175784264
695,9.44933079803777
699,9.47902339542441
717,9.69491085036592
718,9.70743725609854
718,9.62331459726232
719,9.60388765358483
717,9.5093191328261
703,9.29660060499752
720,9.50751997311306
721,9.47270204069902
735,9.64199280737203
735,9.63710516806763
716,9.35888808869446
720,9.35744309732579
720,9.29652282158035
702,8.99489269997609
736,9.41557524482804
724,9.24158899873041
739,9.42790528021497
736,9.32916754900681
719,9.04271143914221
723,9.08846346797785
699,8.77045269552665
723,9.06375901282858
724,9.07412196524431
737,9.2120984333307
735,9.13280375248521
742,9.17948275432478
700,8.656517188917
725,8.90567906280947
742,9.10191413260731
721,8.83951333173229
744,9.10944266615909
756,9.2246071934116
739,8.94925058958397
758,9.16581042699166
744,8.97418754474843
756,9.11233135386105
740,8.91028148485674
739,8.87569763018938
760,9.08634939566714
741,8.83240858056807
762,9.02493680312114
719,8.48529794889368
761,8.9382998099119
743,8.68931275382667
761,8.8739018545078
746,8.67301184219183
764,8.8267174140282
740,8.47584764792574
744,8.49950575368751
763,8.63027968128367
782,8.79435543092918
743,8.35390482390599
766,8.60944542268259
759,8.50512263547621
766,8.57958162533076
737,8.21614373670276
768,8.55967247289401
781,8.68449071519321
796,8.83824769366384
765,8.3984634174098
760,8.32147523147346
762,8.33506980611015
787,8.60158819733431
783,8.46345901595205
785,8.48388697724992
785,8.4517993880378
803,8.6442228061615
798,8.58606413113008
802,8.6089562416959
786,8.42553679091826
764,8.18352035387021
783,8.35423981843457
786,8.38117587923734
799,8.51711130215342
763,8.12261905767207
786,8.36065176296051
783,8.32565291840976
784,8.33440291491771
802,8.496299437008
761,8.06113565284209
803,8.50133385948051
787,8.2733241553306
804,8.45202797972284
760,7.96270270020825
787,8.17944391227445
802,8.29627663139904
804,8.29483149086067
808,8.26538498059124
784,8.00223422357342
785,8.0115622870628
804,8.19469950450732
802,8.15536292593025
786,7.96237935001026
806,8.1082746563876
800,8.01245455952608
804,8.04425628020947
801,7.96911172294202
824,8.13338094037547
819,8.06814028551059
824,8.1144000574374
786,7.70071331701516
829,8.11605306627174
827,7.95302624548203
786,7.53757859793357
823,7.86621147481576
828,7.83705201454717
827,7.79734391278718
831,7.72478745264353
809,7.50963862118224
829,7.64265979827909
831,7.66078650255137
829,7.63163036031676
826,7.53510227392943
807,7.34622154441239
851,7.72319452970211
823,7.4226816365087
830,7.46102732379916
849,7.53241196885049
769,6.81943101407011
787,6.9761179578499
866,7.59960998796522
830,7.27752249854382
853,7.44463610215491
869,7.58423813284698
831,7.21489269286948
850,7.28611252371196
855,7.32544383030443
872,7.46363344605
854,7.28070692756294
872,7.42800774871305
837,7.09885438721014
830,7.00975688063594
851,7.18115836375187
856,7.22227117321121
872,7.35154654492197
868,7.31279607677443
859,7.2329277588107
873,7.34523408153441
854,7.18214346744158
854,7.18147810619087
853,7.17189306392575
876,7.32784331301346
854,6.97700379557323
855,6.88910199155078
870,7.00664790783807
876,7.02667607325098
876,7.01351785436752
851,6.8132886381573
913,7.30931638184869
859,6.87686019065459
911,7.29187706781944
877,7.01524482849648
893,7.1383446894214
874,6.95166645366809
875,6.93030950090262
893,7.06262072651961
911,7.16628064300527
878,6.82506272231736
896,6.92322763646416
893,6.89012727441354
876,6.73718251022432
901,6.90644461059148
898,6.87128907462834
875,6.69168912311993
898,6.86567512586468
859,6.55960946702653
914,6.97502800464745
893,6.81127456642043
908,6.88946745119457
899,6.8013608161429
917,6.93377413648785
899,6.78538834487671
895,6.72384173409697
899,6.69915758098289
899,6.65015212254138
920,6.77828697770118
900,6.62434592861584
900,6.6177570302528
921,6.77069157218816
900,6.59025920173214
911,6.66844936538792
903,6.5897597768175
921,6.67341126112809
917,6.60133109244096
928,6.64446087814617
923,6.56139994039475
917,6.50555867469033
937,6.63213095021343
939,6.62321835426795
958,6.63168233170398
973,6.67683771642308
940,6.44614407793002
938,6.40727866849542
936,6.38415096220267
972,6.55484537442486
939,6.3257628711825
944,6.34500857204559
955,6.41326159890446
947,6.34642601037686
942,6.30377116801195
960,6.39032351663466
935,6.20285442950584
958,6.3164490439527
979,6.41379221867756
960,6.25731323490611
921,5.99042370861671
957,6.214812508561
979,6.35087168891174
958,6.21045492833344
977,6.31974630024377
973,6.29260882732989
962,6.19134091444851
957,6.15783643196419
975,6.26123108321952
924,5.92610853807823
962,6.1644832066171
963,6.16480623076629
979,6.26463575520109
978,6.255630067123
958,6.10340386825956
943,6.00369467370365
981,6.24451653405564
960,6.10950804409179
946,6.01558397197503
979,6.216562663539
999,6.30912040152882
1013,6.38287958518037
942,5.93465822580864
999,6.29327016591503
972,6.12210164413703
976,6.11693375237717
997,6.22293025343618
941,5.85702303914405
980,6.0984720278464
1014,6.24806310032872
997,6.10963495558067
1001,6.12879165356404
1015,6.16930929042602
1019,6.1649468521077
981,5.91731382365013
1021,6.1079146358781
1016,6.07692536761678
967,5.7611385853454
1017,6.04692534989198
1014,6.02774208026162
1004,5.91325491568257
998,5.8502659532041
1004,5.88286163583973
1003,5.85162844970844
1004,5.85338214290824
1001,5.82828021430245
948,5.51527565903571
1017,5.89051650399915
1015,5.81899097532986
1022,5.81503535533448
1021,5.80849957722784
1021,5.78981132153453
1044,5.81694651021955
1005,5.57793547215752
1023,5.6551394190122
1048,5.73892702723797
1044,5.69782713352341
999,5.41983975700585
1045,5.60508897253344
1007,5.38402355606088
1050,5.59754021689914
1046,5.57255494391016
1038,5.49686431389245
1047,5.54244152313957
1050,5.54274565439897
1042,5.48276274220762
1028,5.37222538001391
1049,5.46850605321989
1051,5.41207249380419
1068,5.448866744603
1072,5.36593532549759
1102,5.51252114060234
